sID,trial_number,trial_number_run,run,estimate1,estimate2,estimate_peer,confidence_peer,estimate1_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed,s,strategy,confidence_rating
100,17,17,1,52,58,67,3,7.609272120000242,5.02447956000105,0.625,0.6222222222222222,45,0,5.1,9 9 9 9 9,4 5 7 6 6,5 4 2 3 3,0.4,compromise,2.142857142857143
100,18,18,1,46,40,30,1,10.218530320002174,4.65751076000015,0.375,0.4,5,0,4.5,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.375,compromise,1
100,19,19,1,78,78,60,1,10.440746720003517,5.69038476000424,0.75,0.7555555555555555,45,0,4.8,9 9 9 9 9,7 7 5 8 7,2 2 4 1 2,-0,stay,2.142857142857143
100,20,20,1,45,30,28,3,6.509452220001549,7.9069229600027,0.375,0.4,5,0,5.9,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1,0.8823529411764706,compromise,1
100,21,21,1,85,73,70,3,8.282631620004395,8.3447014600024,0.75,0.8,5,0,4,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.8,compromise,1
100,22,22,1,40,33,25,1,6.700564819999272,8.64010216000315,0.375,0.4,5,0,5,1 1 1 1 1,1 1 0 0 0,0 0 1 1 1,0.4666666666666667,compromise,1
100,23,23,1,16,12,1,2,5.0799680199997965,8.71893056000044,0.125,0.13333333333333333,45,0,5.5,9 9 9 9 9,3 2 0 1 0,6 7 9 8 9,0.26666666666666666,compromise,2.142857142857143
100,24,24,1,81,73,66,3,10.232704020003439,6.82750096000382,0.75,0.7555555555555555,45,0,4.5,9 9 9 9 9,6 5 9 8 6,3 4 0 1 3,0.5333333333333333,compromise,2.142857142857143
100,25,25,1,10,22,25,2,6.236374120006076,7.42470506000245,0.125,0.2,5,0,4.7,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.8,compromise,1
100,26,1,2,36,50,53,3,7.809380599999713,5.8094867999971,0.375,0.4,5,0,4.7,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1,0.8235294117647058,compromise,1
100,27,2,2,16,21,33,1,8.899171000000933,6.41800839999996,0.25,0.2,5,0,5.3,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.29411764705882354,compromise,1
100,28,3,2,20,12,5,3,7.557798699999694,4.04558420000467,0.125,0.13333333333333333,45,0,5.2,9 9 9 9 9,4 1 0 0 1,5 8 9 9 8,0.5333333333333333,compromise,2.142857142857143
100,29,4,2,35,48,53,2,8.965855800004647,4.39966869999989,0.375,0.4,5,0,5.3,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0,0.7222222222222222,compromise,1
100,30,5,2,36,48,53,2,7.566046700001607,7.19047739999951,0.375,0.4,5,0,4.6,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0,0.7058823529411765,compromise,1
100,31,6,2,95,97,97,3,4.744711700001062,7.36129819999769,1,1,5,1,5.2,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,1,copy,1
100,32,7,2,10,21,26,3,4.153087199996662,6.78984819999823,0.25,0.2,5,0,5,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.6875,compromise,1
100,33,8,2,26,20,10,2,5.674140699997224,6.77504090000366,0.25,0.24444444444444444,45,0,5.8,9 9 9 9 9,2 3 2 2 2,7 6 7 7 7,0.375,compromise,2.142857142857143
100,34,9,2,13,25,30,2,6.466023799999675,5.54203150000103,0.25,0.2,5,0,5.3,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.7058823529411765,compromise,1
100,35,10,2,34,42,51,2,7.0492124000047625,6.13789180000094,0.375,0.37777777777777777,45,0,5.3,9 9 9 9 9,3 4 5 1 4,6 5 4 8 5,0.47058823529411764,compromise,2.142857142857143
100,36,11,2,12,24,30,2,6.784151800002292,8.87893450000047,0.125,0.2,5,0,5.7,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,1
100,37,12,2,12,18,30,2,3.7635352999968745,4.76293060000171,0.125,0.13333333333333333,45,0,5.9,9 9 9 9 9,0 2 1 1 2,9 7 8 8 7,0.3333333333333333,compromise,2.142857142857143
100,38,13,2,35,42,50,3,6.734295399997791,6.75758979999955,0.375,0.37777777777777777,45,0,5.7,9 9 9 9 9,4 3 2 3 5,5 6 7 6 4,0.4666666666666667,compromise,2.142857142857143
100,39,14,2,30,35,45,2,6.3408459999991464,4.74376200000188,0.375,0.37777777777777777,45,0,5.1,9 9 9 9 9,3 3 3 5 3,6 6 6 4 6,0.3333333333333333,compromise,2.142857142857143
100,40,15,2,75,75,91,1,4.354842400000052,5.02601829999912,0.75,0.7555555555555555,45,0,5.5,9 9 9 9 9,7 8 6 6 7,2 1 3 3 2,0,stay,2.142857142857143
100,41,16,2,11,10,10,3,4.391154699998879,3.96765930000038,0.125,0.2,5,1,4.3,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,1,copy,1
100,42,17,2,90,80,73,2,10.432752400000027,4.49426589999712,0.75,0.8,5,0,4.1,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.5882352941176471,compromise,1
100,43,18,2,44,44,45,2,6.189891000001808,4.2943041000035,0.375,0.37777777777777777,45,1,5.5,9 9 9 9 9,5 5 3 2 2,4 4 6 7 7,0,stay,2.142857142857143
100,44,19,2,95,96,97,3,6.21606729999985,5.81249740000567,1,1,45,1,5.5,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,0.5,compromise,2.142857142857143
100,45,20,2,40,26,22,3,4.340810800003965,4.82680150000306,0.25,0.2,5,0,4.9,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.7777777777777778,compromise,1
100,46,21,2,19,25,37,2,7.674187700002221,4.82288180000251,0.25,0.24444444444444444,45,0,4.9,9 9 9 9 9,2 5 2 1 1,7 4 7 8 8,0.3333333333333333,compromise,2.142857142857143
100,47,22,2,29,15,11,3,5.4621099999967555,4.55934120000165,0.25,0.24444444444444444,45,0,4.2,9 9 9 9 9,5 3 0 2 1,4 6 9 7 8,0.7777777777777778,compromise,2.142857142857143
100,48,23,2,72,71,70,1,6.146634100001393,6.12010009999722,0.625,0.6,5,1,5.3,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.5,compromise,1
100,49,24,2,20,29,38,3,4.620304299998679,4.36201669999718,0.25,0.24444444444444444,45,0,5.2,9 9 9 9 9,3 3 2 2 1,6 6 7 7 8,0.5,compromise,2.142857142857143
100,50,25,2,90,79,75,2,4.661883199994918,6.3941713000022,0.75,0.8,5,0,5,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.7333333333333333,compromise,1
100,51,1,3,58,73,75,3,5.245254190002015,7.69160138999723,0.625,0.6,5,0,5.3,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0,0.8823529411764706,compromise,1
100,52,2,3,71,65,54,2,6.816055690000212,6.5987978200028,0.625,0.6222222222222222,45,0,4.1,9 9 9 9 9,5 5 2 9 7,4 4 7 0 2,0.35294117647058826,compromise,2.142857142857143
100,53,3,3,61,70,76,3,9.461484890001884,7.8634059199976,0.625,0.6222222222222222,45,0,4,9 9 9 9 9,5 7 5 4 7,4 2 4 5 2,0.6,compromise,2.142857142857143
100,54,4,3,45,30,3,2,6.1383307899996,6.87098111999876,0.5,0.4888888888888889,45,1,5.8,9 9 9 9 9,5 4 4 3 6,4 5 5 6 3,0.35714285714285715,compromise,2.142857142857143
100,55,5,3,10,24,25,3,2.440839689999848,4.61424282000007,0.125,0.2,5,0,4.2,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.9333333333333333,compromise,1
100,56,6,3,10,17,27,1,3.3487342900007206,5.16124542000034,0.125,0.2,5,0,5.2,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.4117647058823529,compromise,1
100,57,7,3,90,79,73,1,5.845224990003771,7.68003741999928,0.75,0.8,5,0,5.1,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.6470588235294118,compromise,1
100,58,8,3,76,76,76,2,4.307956090000516,4.8885598199995,0.75,0.7555555555555555,45,1,4.4,9 9 9 9 9,7 7 7 6 7,2 2 2 3 2,NA,NA,2.142857142857143
100,59,9,3,10,25,26,3,3.5490955900022527,6.79203042000154,0.125,0.2,5,0,5.4,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.9375,compromise,1
100,60,10,3,23,25,21,1,5.166059390001465,4.33153992000007,0.25,0.24444444444444444,45,1,4.5,9 9 9 9 9,1 1 5 1 3,8 8 4 8 6,-1,stay,2.142857142857143
100,61,11,3,8,6,6,3,5.24930428999869,3.04864671999894,0,0,5,1,4.6,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,1,copy,1
100,62,12,3,55,71,73,3,6.992659190000268,6.07986591999725,0.625,0.6,5,0,5,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0,0.8888888888888888,compromise,1
100,63,13,3,19,5,4,3,7.342519090005226,2.13602721999632,0.125,0.13333333333333333,45,0,6,9 9 9 9 9,0 0 4 1 1,9 9 5 8 8,0.9333333333333333,compromise,2.142857142857143
100,64,14,3,66,66,49,1,5.77997589000006,5.87419351999779,0.625,0.6222222222222222,45,0,5.4,9 9 9 9 9,6 5 6 4 7,3 4 3 5 2,-0,stay,2.142857142857143
100,65,15,3,10,10,28,1,3.515933890004817,5.35671412000011,0.125,0.13333333333333333,45,0,4.8,9 9 9 9 9,2 2 2 0 0,7 7 7 9 9,0,stay,2.142857142857143
100,66,16,3,10,19,28,1,3.3991067899987684,4.25885102000029,0.125,0.2,5,0,5.3,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.5,compromise,1
100,67,17,3,10,18,26,1,1.5741803900018567,3.00889091999852,0.25,0.2,5,0,4.4,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.5,compromise,1
100,68,18,3,13,15,30,1,4.571853990000818,4.69638402000055,0.125,0.13333333333333333,45,0,5,9 9 9 9 9,3 1 0 1 1,6 8 9 8 8,0.11764705882352941,compromise,2.142857142857143
100,69,19,3,61,61,60,1,6.765996190002625,3.47811942000044,0.625,0.6222222222222222,45,1,4.5,9 9 9 9 9,4 7 6 4 7,5 2 3 5 2,-0,stay,2.142857142857143
100,70,20,3,65,58,47,2,7.927967790001276,5.14495202000035,0.625,0.6222222222222222,45,0,4.2,9 9 9 9 9,6 8 4 3 7,3 1 5 6 2,0.3888888888888889,compromise,2.142857142857143
100,71,21,3,76,64,60,3,9.153680789997452,6.94656051999846,0.75,0.7555555555555555,45,0,4.6,9 9 9 9 9,6 6 7 7 8,3 3 2 2 1,0.75,compromise,2.142857142857143
100,72,22,3,10,10,9,1,4.655100890002359,2.81579471999794,0.25,0.2,5,1,4.6,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,-0,stay,1
100,73,23,3,70,62,55,2,13.661329790000309,7.51596132000122,0.625,0.6,5,0,4.6,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1,0.5333333333333333,compromise,1
100,74,24,3,16,26,32,2,5.495048289998522,4.257254619999,0.25,0.2,5,0,4.9,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.625,compromise,1
100,75,25,3,61,68,76,1,4.415712590001931,5.29183331999957,0.625,0.6,5,0,4.8,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0,0.4666666666666667,compromise,1
104,1,1,1,77,80,76,2,4.163385410000046,6.28509982000014,0.75,0.8,5,1,5.5,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,-3,stay,2.125
104,2,2,1,17,14,1,2,8.916163710000092,6.41717097999981,0.125,0.13333333333333333,45,0,4.5,9 9 9 9 9,1 2 1 1 1,8 7 8 8 8,0.1875,compromise,1.7142857142857142
104,3,3,1,48,40,31,1,5.419971710000027,5.0871687799995,0.375,0.37777777777777777,45,0,5.6,9 9 9 9 9,2 2 5 2 6,7 7 4 7 3,0.47058823529411764,compromise,1.7142857142857142
104,4,4,1,0,0,2,3,8.380091610000363,1.97082079999973,0,0,45,1,4.5,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,0,stay,1.7142857142857142
104,5,5,1,83,75,65,1,10.203721209999912,6.42629577999969,0.75,0.7555555555555555,45,0,4.5,9 9 9 9 9,8 6 8 5 7,1 3 1 4 2,0.4444444444444444,compromise,1.7142857142857142
104,6,6,1,40,40,40,2,3.870410609999908,4.46149467999976,0.375,0.4,5,1,4.7,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0,NA,NA,2.125
104,7,7,1,23,25,40,1,9.195150710000235,5.82592427999953,0.25,0.24444444444444444,45,0,5.2,9 9 9 9 9,2 3 1 1 4,7 6 8 8 5,0.11764705882352941,compromise,1.7142857142857142
104,8,8,1,40,40,25,3,5.262841109999954,4.16640867999968,0.375,0.4,5,0,4.5,1 1 1 1 1,1 1 0 0 0,0 0 1 1 1,-0,stay,2.125
104,9,9,1,28,47,43,3,9.8714161099997,4.69959617999984,0.75,0.7555555555555555,45,0,4.8,9 9 9 9 9,6 9 6 7 6,3 0 3 2 3,1.2666666666666666,copy,1.7142857142857142
104,10,10,1,80,80,65,3,23.691241909999917,3.50333907999948,0.75,0.8,5,0,5.3,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,-0,stay,2.125
104,11,11,1,25,46,41,2,9.400505610000437,3.2644332800005,0.75,0.7555555555555555,45,0,4.9,9 9 9 9 9,6 7 7 7 7,3 2 2 2 2,1.3125,copy,1.7142857142857142
104,12,12,1,60,60,77,2,4.963190410000152,4.29031987999952,0.625,0.6,5,0,4.7,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1,0,stay,2.125
104,13,13,1,40,40,22,1,5.87439951000033,3.43976548000001,0.375,0.4,5,0,5.6,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1,-0,stay,2.125
104,14,14,1,26,37,44,2,7.203801210000165,2.66399558000012,0.75,0.7555555555555555,45,0,5.5,9 9 9 9 9,6 7 7 6 8,3 2 2 3 1,0.6111111111111112,compromise,1.7142857142857142
104,15,15,1,16,23,75,3,8.64930620999985,13.7683695800001,0.125,0.13333333333333333,45,1,6,9 9 9 9 9,0 1 2 2 1,9 8 7 7 8,0.11864406779661017,compromise,1.7142857142857142
104,16,16,1,60,60,77,1,5.738409710000269,3.55768017999981,0.625,0.6,5,0,5.6,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0,0,stay,2.125
104,17,17,1,60,63,75,1,5.9327301099997385,6.56811598000013,0.625,0.6222222222222222,45,0,5.8,9 9 9 9 9,5 5 6 7 5,4 4 3 2 4,0.2,compromise,1.7142857142857142
104,18,18,1,38,31,20,1,9.117452810000032,2.85047567999982,0.375,0.37777777777777777,45,0,4.7,9 9 9 9 9,5 5 1 4 2,4 4 8 5 7,0.3888888888888889,compromise,1.7142857142857142
104,19,19,1,42,38,27,3,5.374226110000109,3.92024298000024,0.375,0.37777777777777777,45,0,5.8,9 9 9 9 9,5 4 1 4 3,4 5 8 5 6,0.26666666666666666,compromise,1.7142857142857142
104,20,20,1,80,73,65,3,3.649239710000529,10.0337577799996,0.75,0.8,5,0,5.6,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.4666666666666667,compromise,2.125
104,21,21,1,20,12,4,2,1.8277355099999113,5.06661287999987,0.125,0.2,5,0,5.7,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.5,compromise,2.125
104,22,22,1,40,35,22,1,4.721576210000421,8.73068087999991,0.375,0.4,5,0,4.8,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1,0.2777777777777778,compromise,2.125
104,23,23,1,80,76,62,1,4.2951751100004,2.85924097000043,0.75,0.8,5,0,5.4,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.2222222222222222,compromise,2.125
104,24,24,1,63,74,80,3,8.474057609999363,3.54844877999949,0.625,0.6222222222222222,45,0,4.1,9 9 9 9 9,5 8 5 4 6,4 1 4 5 3,0.6470588235294118,compromise,1.7142857142857142
104,25,25,1,25,30,40,1,9.54671481000014,3.52627448000021,0.25,0.24444444444444444,45,0,5.6,9 9 9 9 9,2 2 1 2 4,7 7 8 7 5,0.3333333333333333,compromise,1.7142857142857142
104,26,1,2,45,38,30,2,5.332556000000295,4.0993126000003,0.375,0.37777777777777777,45,0,4.6,9 9 9 9 9,3 2 5 2 5,6 7 4 7 4,0.4666666666666667,compromise,1.7142857142857142
104,27,2,2,30,24,14,2,8.246814899999663,3.28655479999998,0.25,0.24444444444444444,45,0,4.6,9 9 9 9 9,4 3 1 2 1,5 6 8 7 8,0.375,compromise,1.7142857142857142
104,28,3,2,20,28,37,2,2.016096899999866,5.82783520000066,0.25,0.2,5,0,6,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.47058823529411764,compromise,2.125
104,29,4,2,80,75,65,2,4.175651900000048,3.60276040000008,0.75,0.8,5,0,6,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.3333333333333333,compromise,2.125
104,30,5,2,40,34,25,2,4.15372810000099,5.58205909999924,0.375,0.4,5,0,5.7,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.4,compromise,2.125
104,31,6,2,15,12,1,2,3.633791300001576,5.01383899999928,0.125,0.13333333333333333,45,0,4.2,9 9 9 9 9,2 1 2 1 0,7 8 7 8 9,0.21428571428571427,compromise,1.7142857142857142
104,32,7,2,20,25,36,1,4.670286299999134,6.39385479999873,0.25,0.2,5,0,5.7,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.3125,compromise,2.125
104,33,8,2,60,35,15,1,15.386051000000407,7.0159236999998,0.625,0.6,5,1,4.4,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1,0.5555555555555556,compromise,2.125
104,34,9,2,20,71,83,3,1.8468299000005572,9.92731869999989,0.125,0.2,5,1,4.7,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.8095238095238095,compromise,2.125
104,35,10,2,20,30,35,3,3.263509200000044,5.77252299999964,0.25,0.2,5,0,4.5,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.6666666666666666,compromise,2.125
104,36,11,2,20,32,35,3,2.147984300000644,5.20524749999913,0.25,0.2,5,0,4.5,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.8,compromise,2.125
104,37,12,2,42,34,24,3,4.282471700000315,6.45901670000057,0.375,0.37777777777777777,45,0,4.3,9 9 9 9 9,4 3 2 3 5,5 6 7 6 4,0.4444444444444444,compromise,1.7142857142857142
104,38,13,2,40,35,25,2,4.396610300000248,4.73711319999984,0.375,0.4,5,0,4.3,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1,0.3333333333333333,compromise,2.125
104,39,14,2,100,99,98,3,2.253598600001169,2.81953999999951,1,1,45,1,5.6,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,0.5,compromise,1.7142857142857142
104,40,15,2,40,30,23,3,3.75040110000009,4.44459230000029,0.375,0.4,5,0,4,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.5882352941176471,compromise,2.125
104,41,16,2,90,90,90,3,5.392740900000717,1.96523220000017,1,1,5,1,4.6,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,NA,NA,2.125
104,42,17,2,33,25,18,2,3.7410879999997633,5.74243930000011,0.25,0.24444444444444444,45,0,5.4,9 9 9 9 9,2 3 3 1 2,7 6 6 8 7,0.5333333333333333,compromise,1.7142857142857142
104,43,18,2,45,40,28,2,2.732428999998774,3.82031129999905,0.375,0.37777777777777777,45,0,5.2,9 9 9 9 9,3 4 3 3 4,6 5 6 6 5,0.29411764705882354,compromise,1.7142857142857142
104,44,19,2,10,17,26,3,2.524211299999479,4.75315750000027,0.125,0.13333333333333333,45,0,6,9 9 9 9 9,1 2 3 0 0,8 7 6 9 9,0.4375,compromise,1.7142857142857142
104,45,20,2,18,10,3,2,4.978038099999139,3.71233430000029,0.125,0.2,5,0,5.8,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.5333333333333333,compromise,2.125
104,46,21,2,66,70,81,1,7.973715100000845,2.96936379999988,0.75,0.7555555555555555,45,0,4.9,9 9 9 9 9,9 7 6 5 7,0 2 3 4 2,0.26666666666666666,compromise,1.7142857142857142
104,47,22,2,25,35,40,3,5.730128899999727,2.38046750000012,0.25,0.24444444444444444,45,0,4.5,9 9 9 9 9,1 2 1 3 4,8 7 8 6 5,0.6666666666666666,compromise,1.7142857142857142
104,48,23,2,36,25,18,3,5.544667299998764,3.06362689999969,0.25,0.24444444444444444,45,0,4.7,9 9 9 9 9,1 3 3 2 2,8 6 6 7 7,0.6111111111111112,compromise,1.7142857142857142
104,49,24,2,81,69,63,2,1.7075797000006787,8.41245640000034,0.75,0.8,5,0,4.3,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.6666666666666666,compromise,2.125
104,50,25,2,43,35,2,2,2.178314599999794,4.10564209999939,0.375,0.37777777777777777,45,1,5.3,9 9 9 9 9,4 5 4 1 3,5 4 5 8 6,0.1951219512195122,compromise,1.7142857142857142
104,51,1,3,58,68,76,2,6.815425900001173,4.79587790000096,0.625,0.6222222222222222,45,0,5.7,9 9 9 9 9,7 3 6 7 5,2 6 3 2 4,0.5555555555555556,compromise,1.7142857142857142
104,52,2,3,45,55,60,1,5.071753000001081,3.49762850000116,0.625,0.6222222222222222,45,0,4.6,9 9 9 9 9,8 4 6 4 6,1 5 3 5 3,0.6666666666666666,compromise,1.7142857142857142
104,53,3,3,78,72,62,1,3.8455152999995335,5.99645910000072,0.75,0.8,5,0,4.4,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.375,compromise,2.125
104,54,4,3,20,11,5,1,3.1926189999994676,5.96105120000084,0.125,0.2,5,0,4.4,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6,compromise,2.125
104,55,5,3,20,8,4,3,3.854926100000739,5.0848919,0.125,0.2,5,0,5.3,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.75,compromise,2.125
104,56,6,3,58,70,75,3,10.81109910000032,5.16745550000087,0.625,0.6,5,0,5.8,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1,0.7058823529411765,compromise,2.125
104,57,7,3,60,60,60,1,3.5073731000002226,3.48852460000035,0.625,0.6222222222222222,45,1,4.6,9 9 9 9 9,3 5 8 5 7,6 4 1 4 2,NA,NA,1.7142857142857142
104,58,8,3,60,70,75,3,7.721800500000427,3.61753040000076,0.625,0.6222222222222222,45,0,4.4,9 9 9 9 9,4 6 6 6 6,5 3 3 3 3,0.6666666666666666,compromise,1.7142857142857142
104,59,9,3,60,73,78,3,3.3426249000003736,4.98944740000024,0.625,0.6,5,0,4.7,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0,0.7222222222222222,compromise,2.125
104,60,10,3,20,38,62,1,5.3870392000008,5.53130079999937,0.25,0.2,5,1,4.5,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.42857142857142855,compromise,2.125
104,61,11,3,21,13,5,1,2.2801175999993575,2.67692150000039,0.125,0.2,5,0,5.7,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.5,compromise,2.125
104,62,12,3,60,68,76,1,2.590763400000469,3.47465589999956,0.625,0.6,5,0,6,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.5,compromise,2.125
104,63,13,3,70,81,85,3,4.221695100000034,4.19763620000049,0.75,0.7555555555555555,45,0,6,9 9 9 9 9,6 6 7 9 6,3 3 2 0 3,0.7333333333333333,compromise,1.7142857142857142
104,64,14,3,20,30,35,1,2.9157506999999896,3.56229650000114,0.25,0.2,5,0,4.6,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.6666666666666666,compromise,2.125
104,65,15,3,20,5,2,3,1.4774151999999958,2.36570810000103,0.125,0.2,5,0,5.9,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.8333333333333334,compromise,2.125
104,66,16,3,28,35,72,1,7.4827448999994886,5.34885159999976,0.25,0.24444444444444444,45,1,5.1,9 9 9 9 9,3 1 2 4 1,6 8 7 5 8,0.1590909090909091,compromise,1.7142857142857142
104,67,17,3,58,70,76,2,5.23280590000104,4.04888180000125,0.625,0.6222222222222222,45,0,4.1,9 9 9 9 9,5 7 5 5 6,4 2 4 4 3,0.6666666666666666,compromise,1.7142857142857142
104,68,18,3,10,15,25,3,2.284195900000668,2.20029580000119,0.125,0.13333333333333333,45,0,5.5,9 9 9 9 9,2 1 1 1 1,7 8 8 8 8,0.3333333333333333,compromise,1.7142857142857142
104,69,19,3,0,1,1,3,3.384304800000791,1.33241650000127,0,0,5,1,5.9,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,1,copy,2.125
104,70,20,3,14,16,1,1,8.2779457000006,3.64152680000097,0.125,0.13333333333333333,45,0,4.9,9 9 9 9 9,1 0 2 1 2,8 9 7 8 7,-0.15384615384615385,stay,1.7142857142857142
104,71,21,3,60,70,76,2,8.684184600000663,4.64914320000025,0.625,0.6,5,0,4.7,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0,0.625,compromise,2.125
104,72,22,3,20,18,2,1,4.621745400000691,3.9176836000006,0.125,0.13333333333333333,45,0,4.3,9 9 9 9 9,0 1 1 3 1,9 8 8 6 8,0.1111111111111111,compromise,1.7142857142857142
104,73,23,3,72,72,74,2,7.58823620000112,4.4141479000009,0.75,0.7555555555555555,45,1,4.1,9 9 9 9 9,9 7 8 4 6,0 2 1 5 3,0,stay,1.7142857142857142
104,74,24,3,50,50,48,2,2.4383409000001848,1.80741279999984,0.5,0.4888888888888889,45,1,4,9 9 9 9 9,4 6 3 4 5,5 3 6 5 4,-0,stay,1.7142857142857142
104,75,25,3,20,30,37,2,1.3800599000005604,1.72237880000012,0.25,0.2,5,0,4.4,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.5882352941176471,compromise,2.125
107,1,1,1,17,21,33,1,7.36730358999921,2.68804568999985,0.25,0.24444444444444444,45,0,4.4,9 9 9 9 9,4 1 2 3 1,5 8 7 6 8,0.25,compromise,2.142857142857143
107,2,2,1,8,10,23,2,4.021636490000674,3.69629961999908,0.125,0.13333333333333333,45,0,4.5,9 9 9 9 9,1 0 1 1 3,8 9 8 8 6,0.13333333333333333,compromise,2.142857142857143
107,3,3,1,0,1,1,3,4.999395689999801,5.98762509999688,0,0,45,1,4.1,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,1,copy,2.142857142857143
107,4,4,1,20,20,4,1,3.624392390000139,1.74410981999972,0.125,0.2,5,0,4.9,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,-0,stay,1.125
107,5,5,1,20,25,35,3,3.5535070899995844,4.33795881999868,0.25,0.2,5,0,5.4,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.3333333333333333,compromise,1.125
107,6,6,1,20,15,3,3,4.465405689999898,2.47126291999848,0.125,0.2,5,0,4.8,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.29411764705882354,compromise,1.125
107,7,7,1,20,13,4,2,4.216189789999589,7.6469497199987,0.125,0.2,5,0,5.7,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.4375,compromise,1.125
107,8,8,1,20,23,36,1,3.6279803899997205,5.74040341999989,0.25,0.2,5,0,5.2,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.1875,compromise,1.125
107,9,9,1,85,82,70,3,6.738434390000293,2.18704802000047,0.75,0.7555555555555555,45,0,4,9 9 9 9 9,8 7 7 5 7,1 2 2 4 2,0.2,compromise,2.142857142857143
107,10,10,1,40,34,25,3,4.299331189999975,4.87183201999869,0.375,0.4,5,0,4.8,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1,0.4,compromise,1.125
